recall,metric_name,metric_value,model_name,m,q025,q975,ci_low,ci_high
0.33,precision,0.25253603844100375,fit-age-sex-bloods,0,0.18391359129489532,0.525604836123529,0.18391359129489532,0.525604836123529
0.34,precision,0.24521972492452196,fit-age-sex-bloods,0,0.17566712675408327,0.4609159328977509,0.17566712675408327,0.4609159328977509
0.35,precision,0.2465192465192465,fit-age-sex-bloods,0,0.15338582397556894,0.4276577719445328,0.15338582397556894,0.4276577719445328
0.36,precision,0.2517891997397528,fit-age-sex-bloods,0,0.15150510232094153,0.43042652027026956,0.15150510232094153,0.43042652027026956
0.37,precision,0.24510861192420275,fit-age-sex-bloods,0,0.14595458039366405,0.3835287804042875,0.14595458039366405,0.3835287804042875
0.38,precision,0.24630690382876091,fit-age-sex-bloods,0,0.1432308515626778,0.3898528320963561,0.1432308515626778,0.3898528320963561
0.39,precision,0.24564230262194228,fit-age-sex-bloods,0,0.13163713102121313,0.33175062705805086,0.13163713102121313,0.33175062705805086
0.4,precision,0.24501424501424499,fit-age-sex-bloods,0,0.13221659837261177,0.32880052296308643,0.13221659837261177,0.32880052296308643
0.41,precision,0.24785603823984254,fit-age-sex-bloods,0,0.13168816030439745,0.32127675236624265,0.13168816030439745,0.32127675236624265
0.42,precision,0.2123207147895603,fit-age-sex-bloods,0,0.13446816175106568,0.32044530672579447,0.13446816175106568,0.32044530672579447
0.43,precision,0.2162826061527664,fit-age-sex-bloods,0,0.13534293461371377,0.32403847813175074,0.13534293461371377,0.32403847813175074
0.44,precision,0.21642644703729125,fit-age-sex-bloods,0,0.13725887669892034,0.31680398644680613,0.13725887669892034,0.31680398644680613
0.45,precision,0.21298844248761697,fit-age-sex-bloods,0,0.12225698739247771,0.31041281134135884,0.12225698739247771,0.31041281134135884
0.46,precision,0.21669588080631028,fit-age-sex-bloods,0,0.12384771268758972,0.3136756387832367,0.12384771268758972,0.3136756387832367
0.47,precision,0.19393532290567123,fit-age-sex-bloods,0,0.12130683685152358,0.3183228951115362,0.12130683685152358,0.3183228951115362
0.48,precision,0.17695473251028807,fit-age-sex-bloods,0,0.12356825581576204,0.2838564929144358,0.12356825581576204,0.2838564929144358
0.49,precision,0.17190177041690463,fit-age-sex-bloods,0,0.12071842861779265,0.28047935757257475,0.12071842861779265,0.28047935757257475
0.5,precision,0.15925925925925927,fit-age-sex-bloods,0,0.11788949275362319,0.2610339668759745,0.11788949275362319,0.2610339668759745
0.51,precision,0.16192867163848482,fit-age-sex-bloods,0,0.11968008830324083,0.26487179999201244,0.11968008830324083,0.26487179999201244
0.52,precision,0.15706659173925258,fit-age-sex-bloods,0,0.11924537749137482,0.26866997436115203,0.11924537749137482,0.26866997436115203
0.53,precision,0.15904808430455722,fit-age-sex-bloods,0,0.11096154064391722,0.24372379228881555,0.11096154064391722,0.24372379228881555
0.54,precision,0.15989533122159483,fit-age-sex-bloods,0,0.11109331582498348,0.22825621923358422,0.11109331582498348,0.22825621923358422
0.55,precision,0.15963550455619305,fit-age-sex-bloods,0,0.10430788817760164,0.21297541885777177,0.10430788817760164,0.21297541885777177
0.56,precision,0.15679124886052873,fit-age-sex-bloods,0,0.09888512799319901,0.20175893568996595,0.09888512799319901,0.20175893568996595
0.57,precision,0.15365807786345684,fit-age-sex-bloods,0,0.09762785936933094,0.20462446015448665,0.09762785936933094,0.20462446015448665
0.58,precision,0.15593347505314492,fit-age-sex-bloods,0,0.08442156089006154,0.2012610996171137,0.08442156089006154,0.2012610996171137
0.59,precision,0.15721633513044553,fit-age-sex-bloods,0,0.08536753103220306,0.19312098526623178,0.08536753103220306,0.19312098526623178
0.6,precision,0.15421398684997012,fit-age-sex-bloods,0,0.08578066718773193,0.1945605831769499,0.08578066718773193,0.1945605831769499
0.61,precision,0.13366967334250626,fit-age-sex-bloods,0,0.0829974578014788,0.19640801902107136,0.0829974578014788,0.19640801902107136
0.62,precision,0.13556391742092952,fit-age-sex-bloods,0,0.07807036775164336,0.19223482269588524,0.07807036775164336,0.19223482269588524
0.63,precision,0.12772879437974444,fit-age-sex-bloods,0,0.07922949589329271,0.1914847364988665,0.07922949589329271,0.1914847364988665
0.64,precision,0.12858611344734136,fit-age-sex-bloods,0,0.07866041953682648,0.1888086244882704,0.07866041953682648,0.1888086244882704
0.65,precision,0.13033341105152715,fit-age-sex-bloods,0,0.07686607782004484,0.18562298433416477,0.07686607782004484,0.18562298433416477
0.66,precision,0.1151879210974917,fit-age-sex-bloods,0,0.07672921576312788,0.1775951199537562,0.07672921576312788,0.1775951199537562
0.67,precision,0.10658133254411602,fit-age-sex-bloods,0,0.07780129645040212,0.17193975309808246,0.07780129645040212,0.17193975309808246
0.68,precision,0.10740523067881282,fit-age-sex-bloods,0,0.07561058449876237,0.16848243087803222,0.07561058449876237,0.16848243087803222
0.69,precision,0.10704621712306525,fit-age-sex-bloods,0,0.07629291574311375,0.1622883199243129,0.07629291574311375,0.1622883199243129
0.7,precision,0.09865617830219599,fit-age-sex-bloods,0,0.07548894974525719,0.15477364170229127,0.07548894974525719,0.15477364170229127
0.71,precision,0.09584654506639877,fit-age-sex-bloods,0,0.06761739592970345,0.15298154691163854,0.06761739592970345,0.15298154691163854
0.72,precision,0.09706546275395034,fit-age-sex-bloods,0,0.061815330400640106,0.1533786252213671,0.061815330400640106,0.1533786252213671
0.73,precision,0.09751778557892449,fit-age-sex-bloods,0,0.06168042223210471,0.14493501146079435,0.06168042223210471,0.14493501146079435
0.74,precision,0.0961852366846019,fit-age-sex-bloods,0,0.058377920554838515,0.13715249480813027,0.058377920554838515,0.13715249480813027
0.75,precision,0.09534368070953436,fit-age-sex-bloods,0,0.05467998707222766,0.13547336392104373,0.05467998707222766,0.13547336392104373
0.76,precision,0.09578521601500674,fit-age-sex-bloods,0,0.05523134987733579,0.1294980297909141,0.05523134987733579,0.1294980297909141
0.77,precision,0.08113008747641567,fit-age-sex-bloods,0,0.05409361096662553,0.12079593098610132,0.05409361096662553,0.12079593098610132
0.78,precision,0.07587548638132295,fit-age-sex-bloods,0,0.05348585572076675,0.11828287004800803,0.05348585572076675,0.11828287004800803
0.79,precision,0.07677356656948493,fit-age-sex-bloods,0,0.05240302381682576,0.11671903916318078,0.05240302381682576,0.11671903916318078
0.8,precision,0.07496186533013728,fit-age-sex-bloods,0,0.05249610840472591,0.11288031696194958,0.05249610840472591,0.11288031696194958
0.81,precision,0.06954455603697862,fit-age-sex-bloods,0,0.05112337452398869,0.11394509817983757,0.05112337452398869,0.11394509817983757
0.81395349,precision,0.0698602795710774,fit-age-sex-bloods,0,0.05136008443074978,0.11231421640810371,0.05136008443074978,0.11231421640810371
0.82,precision,0.07034273630451263,fit-age-sex-bloods,0,0.05172188274951784,0.1074862589141474,0.05172188274951784,0.1074862589141474
0.83,precision,0.06834677033263753,fit-age-sex-bloods,0,0.05203608200593697,0.10154734595175023,0.05203608200593697,0.10154734595175023
0.84,precision,0.06781570350343584,fit-age-sex-bloods,0,0.047038641931573644,0.09109726532282927,0.047038641931573644,0.09109726532282927
0.85,precision,0.06322982440965315,fit-age-sex-bloods,0,0.04465396816839004,0.08746916218597035,0.04465396816839004,0.08746916218597035
0.86,precision,0.06392615129304383,fit-age-sex-bloods,0,0.04060976986736227,0.08735571631007011,0.04060976986736227,0.08735571631007011
0.87,precision,0.06309557943026765,fit-age-sex-bloods,0,0.0401947656092729,0.08755380701977426,0.0401947656092729,0.08755380701977426
0.88,precision,0.062150975625780175,fit-age-sex-bloods,0,0.04063799780083186,0.0821164622038109,0.04063799780083186,0.0821164622038109
0.89,precision,0.05835887582536561,fit-age-sex-bloods,0,0.04088622692702232,0.08269359102007001,0.04088622692702232,0.08269359102007001
0.9,precision,0.049634474797999234,fit-age-sex-bloods,0,0.035596454616101794,0.08142547994189002,0.035596454616101794,0.08142547994189002
0.91,precision,0.04881304342402355,fit-age-sex-bloods,0,0.031534255132922503,0.07747848817571863,0.031534255132922503,0.07747848817571863
0.92,precision,0.04898707216801229,fit-age-sex-bloods,0,0.030359373228300277,0.07264881389983119,0.030359373228300277,0.07264881389983119
0.93,precision,0.0494931867968663,fit-age-sex-bloods,0,0.02517540812094541,0.07301773238376191,0.02517540812094541,0.07301773238376191
0.94,precision,0.0475574171686747,fit-age-sex-bloods,0,0.024628419457843442,0.07256197517122358,0.024628419457843442,0.07256197517122358
0.95,precision,0.043720233317279394,fit-age-sex-bloods,0,0.02249783518738781,0.06560867966007869,0.02249783518738781,0.06560867966007869
0.96,precision,0.03278063655422146,fit-age-sex-bloods,0,0.022156965482153592,0.057950486132882104,0.022156965482153592,0.057950486132882104
0.97,precision,0.029031606935289656,fit-age-sex-bloods,0,0.02069384237499417,0.05851879920114895,0.02069384237499417,0.05851879920114895
0.98,precision,0.026509146725044664,fit-age-sex-bloods,0,0.019888861921435144,0.053558801579664375,0.019888861921435144,0.053558801579664375
0.99,precision,0.02257074233724093,fit-age-sex-bloods,0,0.01922233557840708,0.044535489363017725,0.01922233557840708,0.044535489363017725
0.01,precision_fit,0.4623655913978495,fit-age-sex-bloods,0,0.0926980159227683,1.0,0.0926980159227683,1.0
0.02,precision_fit,0.4623655913978495,fit-age-sex-bloods,0,0.1197130629664068,1.0,0.1197130629664068,1.0
0.03,precision_fit,0.3403693931398417,fit-age-sex-bloods,0,0.1475435343542134,1.0,0.1475435343542134,1.0
0.04,precision_fit,0.364406779661017,fit-age-sex-bloods,0,0.1600883638002312,0.7824643290831813,0.1600883638002312,0.7824643290831813
0.05,precision_fit,0.3495934959349593,fit-age-sex-bloods,0,0.17766604698326857,0.7786573392243493,0.17766604698326857,0.7786573392243493
0.06,precision_fit,0.3403693931398417,fit-age-sex-bloods,0,0.18819188191881916,0.770045549660755,0.18819188191881916,0.770045549660755
0.07,precision_fit,0.3757802746566792,fit-age-sex-bloods,0,0.20127185313716758,0.7183470528906494,0.20127185313716758,0.7183470528906494
0.08,precision_fit,0.40758293838862564,fit-age-sex-bloods,0,0.2199961097062828,0.6983108189895169,0.2199961097062828,0.6983108189895169
0.09,precision_fit,0.41302027748132336,fit-age-sex-bloods,0,0.20916967959107344,0.6236332007952282,0.20916967959107344,0.6236332007952282
0.1,precision_fit,0.3981481481481481,fit-age-sex-bloods,0,0.20337367374005305,0.6411290322580641,0.20337367374005305,0.6411290322580641
0.11,precision_fit,0.35752078609221466,fit-age-sex-bloods,0,0.18249768813538284,0.6324648489969233,0.18249768813538284,0.6324648489969233
0.12,precision_fit,0.364406779661017,fit-age-sex-bloods,0,0.18602952511248347,0.6298583662714096,0.18602952511248347,0.6298583662714096
0.13,precision_fit,0.38313913639479097,fit-age-sex-bloods,0,0.1772160221418273,0.5958997024330475,0.1772160221418273,0.5958997024330475
0.14,precision_fit,0.40079893475366185,fit-age-sex-bloods,0,0.18500619787694128,0.5782865104824856,0.18500619787694128,0.5782865104824856
0.15,precision_fit,0.41747572815533984,fit-age-sex-bloods,0,0.15216515115374413,0.5546517137892907,0.15216515115374413,0.5546517137892907
0.16,precision_fit,0.33758586849852795,fit-age-sex-bloods,0,0.1558898739845057,0.5455755950631794,0.1558898739845057,0.5455755950631794
0.17,precision_fit,0.35127342623738583,fit-age-sex-bloods,0,0.1640340872444437,0.549586860281409,0.1640340872444437,0.549586860281409
0.18,precision_fit,0.33304647160068845,fit-age-sex-bloods,0,0.15508474576271186,0.536386072437619,0.15508474576271186,0.536386072437619
0.19,precision_fit,0.28496686431810253,fit-age-sex-bloods,0,0.1614764930828928,0.5299390374610725,0.1614764930828928,0.5299390374610725
0.2,precision_fit,0.2857142857142857,fit-age-sex-bloods,0,0.1389013197815534,0.5039291217257317,0.1389013197815534,0.5039291217257317
0.21,precision_fit,0.2863939105613701,fit-age-sex-bloods,0,0.144838352244835,0.4945422896795067,0.144838352244835,0.4945422896795067
0.22,precision_fit,0.29599499374217775,fit-age-sex-bloods,0,0.13848632967360988,0.5019676069756843,0.13848632967360988,0.5019676069756843
0.23,precision_fit,0.26809433450799675,fit-age-sex-bloods,0,0.12815397778029416,0.468494200855652,0.12815397778029416,0.468494200855652
0.24,precision_fit,0.2591662481165244,fit-age-sex-bloods,0,0.13031180759721797,0.4528875379939207,0.13031180759721797,0.4528875379939207
0.25,precision_fit,0.2670807453416149,fit-age-sex-bloods,0,0.13007198080511864,0.4199560834414612,0.13007198080511864,0.4199560834414612
0.26,precision_fit,0.2474546259406817,fit-age-sex-bloods,0,0.1329555538767028,0.421738463400088,0.1329555538767028,0.421738463400088
0.27,precision_fit,0.2545494409120807,fit-age-sex-bloods,0,0.11629645869039333,0.3980055036226844,0.11629645869039333,0.3980055036226844
0.28,precision_fit,0.21678069859560678,fit-age-sex-bloods,0,0.11435135642809169,0.3856004857111765,0.11435135642809169,0.3856004857111765
0.29,precision_fit,0.22279792746113988,fit-age-sex-bloods,0,0.11795228546153659,0.3796720533672626,0.11795228546153659,0.3796720533672626
0.3,precision_fit,0.20031055900621117,fit-age-sex-bloods,0,0.12152397152397151,0.36865842719027203,0.12152397152397151,0.36865842719027203
0.31,precision_fit,0.19366555281127415,fit-age-sex-bloods,0,0.11444055079462659,0.3561479197878618,0.11444055079462659,0.3561479197878618
0.32,precision_fit,0.19584400797039567,fit-age-sex-bloods,0,0.10855047916847621,0.3389875257931518,0.10855047916847621,0.3389875257931518
0.33,precision_fit,0.1758582228281076,fit-age-sex-bloods,0,0.10827245243595113,0.31438669720737644,0.10827245243595113,0.31438669720737644
0.34,precision_fit,0.17912276402842442,fit-age-sex-bloods,0,0.110461218054255,0.31739298391122317,0.110461218054255,0.31739298391122317
0.35,precision_fit,0.17288914417001722,fit-age-sex-bloods,0,0.11334161493242358,0.3047997531866073,0.11334161493242358,0.3047997531866073
0.36,precision_fit,0.17695473251028804,fit-age-sex-bloods,0,0.10504011300382268,0.2970525643714967,0.10504011300382268,0.2970525643714967
0.37,precision_fit,0.1779443015322671,fit-age-sex-bloods,0,0.09561272613857787,0.26321501510308676,0.09561272613857787,0.26321501510308676
0.38,precision_fit,0.1788920516750602,fit-age-sex-bloods,0,0.09346671138911063,0.26618567688967254,0.09346671138911063,0.26618567688967254
0.39,precision_fit,0.16397770607216192,fit-age-sex-bloods,0,0.09242599571382677,0.2527863679324881,0.09242599571382677,0.2527863679324881
0.4,precision_fit,0.15127528583992964,fit-age-sex-bloods,0,0.09043360433604336,0.23274664181746457,0.09043360433604336,0.23274664181746457
0.41,precision_fit,0.15313124294276034,fit-age-sex-bloods,0,0.09248528273132842,0.2355600300323402,0.09248528273132842,0.2355600300323402
0.42,precision_fit,0.1473563968668407,fit-age-sex-bloods,0,0.08877454647227136,0.23024316986139295,0.08877454647227136,0.23024316986139295
0.43,precision_fit,0.15033742580697618,fit-age-sex-bloods,0,0.08793418932966403,0.22803305447501993,0.08793418932966403,0.22803305447501993
0.44,precision_fit,0.14619069695564826,fit-age-sex-bloods,0,0.08917478903418292,0.22811628717472104,0.08917478903418292,0.22811628717472104
0.45,precision_fit,0.14901809780515982,fit-age-sex-bloods,0,0.08861059751809726,0.22938237784348944,0.08861059751809726,0.22938237784348944
0.46,precision_fit,0.15124636794616914,fit-age-sex-bloods,0,0.08591454178539402,0.19863150181338157,0.08591454178539402,0.19863150181338157
0.47,precision_fit,0.1285541632211691,fit-age-sex-bloods,0,0.08366076655510951,0.20207645633818272,0.08366076655510951,0.20207645633818272
0.48,precision_fit,0.11751309496697793,fit-age-sex-bloods,0,0.08279848148085248,0.19282659010341893,0.08279848148085248,0.19282659010341893
0.49,precision_fit,0.11966831373885387,fit-age-sex-bloods,0,0.0839003415572358,0.19207949206668842,0.0839003415572358,0.19207949206668842
0.5,precision_fit,0.11082474226804123,fit-age-sex-bloods,0,0.08440846960856822,0.18067062665535238,0.08440846960856822,0.18067062665535238
0.51,precision_fit,0.11279123592038265,fit-age-sex-bloods,0,0.08495267876680537,0.18362053597691955,0.08495267876680537,0.18362053597691955
0.52,precision_fit,0.11244091320527003,fit-age-sex-bloods,0,0.08193025339362492,0.18061306378064027,0.08193025339362492,0.18061306378064027
0.53,precision_fit,0.10710089759857137,fit-age-sex-bloods,0,0.08188111878390558,0.16791178680162377,0.08188111878390558,0.16791178680162377
0.54,precision_fit,0.10890160397711285,fit-age-sex-bloods,0,0.08021356422890775,0.1576949986279575,0.08021356422890775,0.1576949986279575
0.55,precision_fit,0.1059825229666144,fit-age-sex-bloods,0,0.07802056929874979,0.14906227469083283,0.07802056929874979,0.14906227469083283
0.56,precision_fit,0.10534604952314289,fit-age-sex-bloods,0,0.0704134645372948,0.1459214816180793,0.0704134645372948,0.1459214816180793
0.57,precision_fit,0.10587015679668264,fit-age-sex-bloods,0,0.07110030955266441,0.1449397646391498,0.07110030955266441,0.1449397646391498
0.58,precision_fit,0.10752780891609898,fit-age-sex-bloods,0,0.06929248793091168,0.14710848095776186,0.06929248793091168,0.14710848095776186
0.59,precision_fit,0.1082476426163758,fit-age-sex-bloods,0,0.07040302677385177,0.148241771446803,0.07040302677385177,0.148241771446803
0.6,precision_fit,0.10964725881852953,fit-age-sex-bloods,0,0.06758584921841891,0.13616249972481304,0.06758584921841891,0.13616249972481304
0.61,precision_fit,0.10739876346067233,fit-age-sex-bloods,0,0.06710147177347019,0.13811842740506625,0.06710147177347019,0.13811842740506625
0.62,precision_fit,0.1057265228426396,fit-age-sex-bloods,0,0.06812655438553285,0.13905490594125688,0.06812655438553285,0.13905490594125688
0.63,precision_fit,0.08694117269488752,fit-age-sex-bloods,0,0.06458669815413351,0.13780914639860536,0.06458669815413351,0.13780914639860536
0.64,precision_fit,0.08653543802276586,fit-age-sex-bloods,0,0.06184978725936208,0.1383654229483029,0.06184978725936208,0.1383654229483029
0.65,precision_fit,0.0877688805149945,fit-age-sex-bloods,0,0.0604439792754364,0.13645655046410005,0.0604439792754364,0.13645655046410005
0.66,precision_fit,0.08695385746675655,fit-age-sex-bloods,0,0.05565020031740359,0.1365842487705623,0.05565020031740359,0.1365842487705623
0.67,precision_fit,0.08465810584467104,fit-age-sex-bloods,0,0.04920014407462314,0.13611080913083132,0.04920014407462314,0.13611080913083132
0.68,precision_fit,0.08139405411424118,fit-age-sex-bloods,0,0.047357219853548016,0.1363573456282796,0.047357219853548016,0.1363573456282796
0.69,precision_fit,0.08249228459421135,fit-age-sex-bloods,0,0.044893445282717506,0.13406311238079158,0.044893445282717506,0.13406311238079158
0.7,precision_fit,0.08100107642626479,fit-age-sex-bloods,0,0.045348375844295075,0.12466230359660498,0.045348375844295075,0.12466230359660498
0.71,precision_fit,0.0770901194353963,fit-age-sex-bloods,0,0.04438038480373035,0.11564572028541555,0.04438038480373035,0.11564572028541555
0.72,precision_fit,0.07809110629067245,fit-age-sex-bloods,0,0.04477441721678569,0.11708375735705383,0.04477441721678569,0.11708375735705383
0.73,precision_fit,0.07361804920378058,fit-age-sex-bloods,0,0.04384128717408068,0.112951049360828,0.04384128717408068,0.112951049360828
0.74,precision_fit,0.0685303239145417,fit-age-sex-bloods,0,0.044415178450683136,0.11432141853810876,0.044415178450683136,0.11432141853810876
0.75,precision_fit,0.06013986013986014,fit-age-sex-bloods,0,0.044216587749601105,0.10321764788031351,0.044216587749601105,0.10321764788031351
0.76,precision_fit,0.05509288917360667,fit-age-sex-bloods,0,0.04477974213614536,0.10200853764039412,0.04477974213614536,0.10200853764039412
0.77,precision_fit,0.053915422318477145,fit-age-sex-bloods,0,0.04448948079255463,0.09770835515525586,0.04448948079255463,0.09770835515525586
0.78,precision_fit,0.054312271269877255,fit-age-sex-bloods,0,0.04294473518274633,0.0988517983198834,0.04294473518274633,0.0988517983198834
0.79,precision_fit,0.054970306001909476,fit-age-sex-bloods,0,0.04308927114477189,0.09748990850060149,0.04308927114477189,0.09748990850060149
0.8,precision_fit,0.055537617048756864,fit-age-sex-bloods,0,0.04183349550957903,0.08767851290158313,0.04183349550957903,0.08767851290158313
0.81,precision_fit,0.05601209333740734,fit-age-sex-bloods,0,0.04166742707411041,0.08749503128944362,0.04166742707411041,0.08749503128944362
0.81395349,precision_fit,0.05586592189319934,fit-age-sex-bloods,0,0.040709008259582416,0.08451113168633284,0.040709008259582416,0.08451113168633284
0.82,precision_fit,0.05625757865849767,fit-age-sex-bloods,0,0.03995250549071689,0.07526461261393075,0.03995250549071689,0.07526461261393075
0.83,precision_fit,0.05381564860748804,fit-age-sex-bloods,0,0.03859274490850657,0.07058977098001055,0.03859274490850657,0.07058977098001055
0.84,precision_fit,0.050721788462618655,fit-age-sex-bloods,0,0.035608451823716726,0.06711071101687532,0.035608451823716726,0.06711071101687532
0.85,precision_fit,0.0506899660217738,fit-age-sex-bloods,0,0.03500638153755776,0.06626938197227324,0.03500638153755776,0.06626938197227324
0.86,precision_fit,0.051255752065199306,fit-age-sex-bloods,0,0.03325970511197304,0.06540897199320331,0.03325970511197304,0.06540897199320331
0.87,precision_fit,0.04929438273313041,fit-age-sex-bloods,0,0.032998687400426385,0.06442747567309323,0.032998687400426385,0.06442747567309323
0.88,precision_fit,0.049377560873763604,fit-age-sex-bloods,0,0.03292234375087554,0.06511979681028279,0.03292234375087554,0.06511979681028279
0.89,precision_fit,0.04382378874803899,fit-age-sex-bloods,0,0.03226794309472521,0.06555497036002572,0.03226794309472521,0.06555497036002572
0.9,precision_fit,0.04308617234468938,fit-age-sex-bloods,0,0.030914018682052135,0.06334554813046293,0.030914018682052135,0.06334554813046293
0.91,precision_fit,0.04122722914669224,fit-age-sex-bloods,0,0.031094191475012446,0.06306670900097389,0.031094191475012446,0.06306670900097389
0.92,precision_fit,0.040551068104473335,fit-age-sex-bloods,0,0.031425147050883256,0.061064138796457605,0.031425147050883256,0.061064138796457605
0.93,precision_fit,0.040973780469062186,fit-age-sex-bloods,0,0.029587106494491557,0.0596357440601591,0.029587106494491557,0.0596357440601591
0.94,precision_fit,0.03883103408523229,fit-age-sex-bloods,0,0.029315598315287194,0.05513319866641317,0.029315598315287194,0.05513319866641317
0.95,precision_fit,0.038200776172441206,fit-age-sex-bloods,0,0.025897460204809594,0.05061702709336,0.025897460204809594,0.05061702709336
0.96,precision_fit,0.0379837685640148,fit-age-sex-bloods,0,0.021946413718563748,0.045890940812960926,0.021946413718563748,0.045890940812960926
0.97,precision_fit,0.029194168165687928,fit-age-sex-bloods,0,0.021244991230466793,0.045874528115024016,0.021244991230466793,0.045874528115024016
0.98,precision_fit,0.02715836147560001,fit-age-sex-bloods,0,0.020079720621519866,0.043031154912845676,0.020079720621519866,0.043031154912845676
0.99,precision_fit,0.023708348880856777,fit-age-sex-bloods,0,0.019303221218101616,0.032865356741470154,0.019303221218101616,0.032865356741470154
0.01,delta_ppv,0.5376344086021505,fit-age-sex-bloods,0,0.0,0.8912404701397713,0.0,0.8912404701397713
0.02,delta_ppv,0.5376344086021505,fit-age-sex-bloods,0,0.0,0.8435871453387376,0.0,0.8435871453387376
0.03,delta_ppv,0.6596306068601583,fit-age-sex-bloods,0,0.0,0.7835046694549711,0.0,0.7835046694549711
0.04,delta_ppv,0.4103679951137579,fit-age-sex-bloods,0,0.08071289742399629,0.7044860627177699,0.08071289742399629,0.7044860627177699
0.05,delta_ppv,0.46172725878202187,fit-age-sex-bloods,0,0.11292494665359937,0.6553744268976056,0.11292494665359937,0.6553744268976056
0.06,delta_ppv,0.38030099792161076,fit-age-sex-bloods,0,0.12152664376802351,0.6148128169166037,0.12152664376802351,0.6148128169166037
0.07,delta_ppv,0.29162549031006146,fit-age-sex-bloods,0,0.07066303177205777,0.6293279534187464,0.07066303177205777,0.6293279534187464
0.08,delta_ppv,0.2887733369150181,fit-age-sex-bloods,0,0.07752233953854619,0.6024618626817059,0.07752233953854619,0.6024618626817059
0.09,delta_ppv,0.19451504433971273,fit-age-sex-bloods,0,0.07200880528365047,0.5634552465740083,0.07200880528365047,0.5634552465740083
